"city_source","ADM2_source","ADM1_source","country_source","country_code_source","city_destination","ADM2_destination","ADM1_destination","country_destination","country_code_destination","travel_advisor","travel_advisor_type","travel_restriction_date","travel_restriction_date_end","strict_restrictions","notes","tr_source1","accessed_date1","who_by1","tr_source2","accessed_date2","who_by2"
NA,NA,NA,"ALL",NA,NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-23,NA,"no non-residents allowed","Passengers not allowed to enter, except those invited by government","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-29,"TCO",NA,NA,NA
NA,NA,NA,"China","CN",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-12,NA,"no non-residents allowed","Passengers and airline crew who have been in China (People's Rep.), Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore or Spain in the past 21 days are not allowed to transit or enter St. Maarten. This does not apply to nationals of the Netherlands (being from Aruba, Bonaire, Curacao, Netherlands, St. Eustatius and Saba and St. Maarten). This does not apply to residents of St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Germany","DE",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-12,NA,"no non-residents allowed","Passengers and airline crew who have been in China (People's Rep.), Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore or Spain in the past 21 days are not allowed to transit or enter St. Maarten. This does not apply to nationals of the Netherlands (being from Aruba, Bonaire, Curacao, Netherlands, St. Eustatius and Saba and St. Maarten). This does not apply to residents of St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Hong Kong","HK",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-12,NA,"no non-residents allowed","Passengers and airline crew who have been in China (People's Rep.), Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore or Spain in the past 21 days are not allowed to transit or enter St. Maarten. This does not apply to nationals of the Netherlands (being from Aruba, Bonaire, Curacao, Netherlands, St. Eustatius and Saba and St. Maarten). This does not apply to residents of St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Iran","IR",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-12,NA,"no non-residents allowed","Passengers and airline crew who have been in China (People's Rep.), Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore or Spain in the past 21 days are not allowed to transit or enter St. Maarten. This does not apply to nationals of the Netherlands (being from Aruba, Bonaire, Curacao, Netherlands, St. Eustatius and Saba and St. Maarten). This does not apply to residents of St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Italy","IT",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-12,NA,"no non-residents allowed","Passengers and airline crew who have been in China (People's Rep.), Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore or Spain in the past 21 days are not allowed to transit or enter St. Maarten. This does not apply to nationals of the Netherlands (being from Aruba, Bonaire, Curacao, Netherlands, St. Eustatius and Saba and St. Maarten). This does not apply to residents of St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Japan","JP",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-12,NA,"no non-residents allowed","Passengers and airline crew who have been in China (People's Rep.), Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore or Spain in the past 21 days are not allowed to transit or enter St. Maarten. This does not apply to nationals of the Netherlands (being from Aruba, Bonaire, Curacao, Netherlands, St. Eustatius and Saba and St. Maarten). This does not apply to residents of St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Macao","MO",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-12,NA,"no non-residents allowed","Passengers and airline crew who have been in China (People's Rep.), Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore or Spain in the past 21 days are not allowed to transit or enter St. Maarten. This does not apply to nationals of the Netherlands (being from Aruba, Bonaire, Curacao, Netherlands, St. Eustatius and Saba and St. Maarten). This does not apply to residents of St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Singapore","SG",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-12,NA,"no non-residents allowed","Passengers and airline crew who have been in China (People's Rep.), Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore or Spain in the past 21 days are not allowed to transit or enter St. Maarten. This does not apply to nationals of the Netherlands (being from Aruba, Bonaire, Curacao, Netherlands, St. Eustatius and Saba and St. Maarten). This does not apply to residents of St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"South Korea","KR",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-12,NA,"no non-residents allowed","Passengers and airline crew who have been in China (People's Rep.), Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore or Spain in the past 21 days are not allowed to transit or enter St. Maarten. This does not apply to nationals of the Netherlands (being from Aruba, Bonaire, Curacao, Netherlands, St. Eustatius and Saba and St. Maarten). This does not apply to residents of St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Spain","ES",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-12,NA,"no non-residents allowed","Passengers and airline crew who have been in China (People's Rep.), Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China), Singapore or Spain in the past 21 days are not allowed to transit or enter St. Maarten. This does not apply to nationals of the Netherlands (being from Aruba, Bonaire, Curacao, Netherlands, St. Eustatius and Saba and St. Maarten). This does not apply to residents of St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Austria","AT",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Belgium","BE",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Bulgaria","BG",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Croatia","HR",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Cyprus","CY",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Czechia","CZ",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Denmark","DK",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Estonia","EE",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Finland","FI",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"France","FR",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Greece","GR",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Hungary","HU",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Ireland","IE",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Latvia","LV",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Lithuania","LT",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Luxembourg","LU",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"Malta","MT",NA,NA,NA,"St. Maarten","SX",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, USA or United Kingdom in the past 21 days are not allowed to transit or enter St. Maarten.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
